Sex,height,mass,Sport,Club,club_1,club_2,club_3,club_week,class,Testdate,School,Name,Location,Filename,Board,Admin,cohort,Inclusion,S20,BPT,SLJ,OLB,Star,Run,note,Birthdate,Child,District
m,138,29,nein,ja,Kampfsport,Andere,NA,einmal,3b,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,3.9,4.2,138,27,24.4,945,keine,2013-10-06T00:00:00Z,C008297,Landkreis Weimarer Land
w,144,43,nein,ja,Reiten/Voltigieren,Tanzen/Aerobic,NA,zweimal,3b,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4,4.6,122,10,22.8,810,keine,2013-11-29T00:00:00Z,C008298,Landkreis Weimarer Land
w,140,30,ja,ja,Andere,NA,NA,zweimal,3b,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.4,3.7,102,16,23.9,828,keine,2014-01-08T00:00:00Z,C008299,Landkreis Weimarer Land
m,147,42,nein,ja,Volleyball,NA,NA,zweimal,3b,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4,4.5,137,NA,24.9,936,keine,2013-07-02T00:00:00Z,C008300,Landkreis Weimarer Land
w,128,26,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,3.9,4.4,160,5,23.6,1017,keine,2013-09-22T00:00:00Z,C008301,Landkreis Weimarer Land
w,134,30,nein,ja,Basketball,Tanzen/Aerobic,Fussball,mehr als dreimal,3b,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4,4,145,8,22.8,1080,keine,2013-09-05T00:00:00Z,C008302,Landkreis Weimarer Land
m,150,46,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.8,4.1,110,6,25.7,837,keine,2012-12-11T00:00:00Z,C008303,Landkreis Weimarer Land
m,140,28,ja,ja,Fussball,Kampfsport,NA,dreimal,3a,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.1,5.1,160,9,21.6,1134,keine,2013-09-04T00:00:00Z,C008304,Landkreis Weimarer Land
w,135,30,nein,ja,Reiten/Voltigieren,Fussball,NA,dreimal,3a,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.1,4.5,151,14,20.4,1098,keine,2014-05-06T00:00:00Z,C008305,Landkreis Weimarer Land
w,137,32,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,5,3.8,135,14,28.2,792,keine,2014-01-18T00:00:00Z,C008306,Landkreis Weimarer Land
m,150,47,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,5.3,3,120,13,29.3,720,keine,2014-01-15T00:00:00Z,C008307,Landkreis Weimarer Land
m,140,31,nein,ja,Fussball,NA,NA,zweimal,3a,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.1,5,120,17,24.5,1062,keine,2014-01-25T00:00:00Z,C008308,Landkreis Weimarer Land
w,140,28,nein,ja,Tanzen/Aerobic,NA,NA,einmal,3a,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.3,3.9,130,18,27.2,1026,keine,2013-11-11T00:00:00Z,C008309,Landkreis Weimarer Land
w,135,36,nein,ja,Tanzen/Aerobic,NA,NA,zweimal,3a,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.4,4.1,120,15,24,891,keine,2014-04-18T00:00:00Z,C008310,Landkreis Weimarer Land
m,133,25,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.3,4,125,7,27.5,864,keine,2013-09-25T00:00:00Z,C008311,Landkreis Weimarer Land
m,138,31,nein,ja,Kampfsport,NA,NA,zweimal,3a,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.5,3.7,100,5,28.2,972,keine,2014-01-06T00:00:00Z,C008312,Landkreis Weimarer Land
w,128,27,nein,ja,Kampfsport,NA,NA,zweimal,3a,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.6,3.1,110,8,25.7,783,keine,2014-05-05T00:00:00Z,C008313,Landkreis Weimarer Land
m,139,37,nein,ja,Kampfsport,NA,NA,zweimal,3a,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.3,4.8,138,5,26.2,918,keine,2014-03-21T00:00:00Z,C008314,Landkreis Weimarer Land
m,124,21,nein,ja,Kampfsport,NA,NA,zweimal,3a,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,5.5,2.7,96,8,37.2,756,keine,2014-02-17T00:00:00Z,C008315,Landkreis Weimarer Land
w,139,39,nein,ja,Fussball,NA,NA,mehr als dreimal,3a,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,5,4,100,7,26.3,891,keine,2014-01-06T00:00:00Z,C008316,Landkreis Weimarer Land
w,129,24,nein,ja,Fussball,NA,NA,zweimal,3a,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.5,3.3,117,19,25.3,1089,keine,2014-04-01T00:00:00Z,C008317,Landkreis Weimarer Land
w,132,26,ja,ja,Reiten/Voltigieren,Fussball,NA,dreimal,3b,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,3.5,4,150,6,22.3,1143,keine,2014-02-24T00:00:00Z,C008318,Landkreis Weimarer Land
m,135,29,ja,ja,Fussball,NA,NA,mehr als dreimal,3b,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,3.8,5.2,150,9,22.3,1026,keine,2014-04-03T00:00:00Z,C008319,Landkreis Weimarer Land
w,135,32,nein,ja,Turnen/Gymnastik,NA,NA,zweimal,3b,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.8,2.8,100,3,38.6,882,keine,2013-09-16T00:00:00Z,C008320,Landkreis Weimarer Land
w,140,34,nein,ja,Fussball,NA,NA,zweimal,3b,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.3,3.8,130,27,28.2,918,keine,2014-01-08T00:00:00Z,C008321,Landkreis Weimarer Land
w,146,37,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.5,3.8,130,33,25.6,1008,keine,2014-01-12T00:00:00Z,C008322,Landkreis Weimarer Land
w,144,57,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,5.5,3.9,100,9,31,675,keine,2013-12-06T00:00:00Z,C008323,Landkreis Weimarer Land
m,142,33,nein,ja,Fussball,NA,NA,dreimal,3b,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.3,3.9,135,8,24.1,1098,keine,2014-04-02T00:00:00Z,C008324,Landkreis Weimarer Land
m,144,36,ja,ja,Turnen/Gymnastik,Tanzen/Aerobic,NA,dreimal,3b,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.6,3.7,120,7,27.6,1026,keine,2013-08-19T00:00:00Z,C008325,Landkreis Weimarer Land
w,136,32,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.8,3.5,110,9,30.8,873,keine,2014-06-14T00:00:00Z,C008326,Landkreis Weimarer Land
w,138,31,nein,ja,Tanzen/Aerobic,NA,NA,zweimal,3b,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.5,4.1,140,5,25.6,828,keine,2013-10-27T00:00:00Z,C008327,Landkreis Weimarer Land
m,130,34,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.5,2.7,110,9,36.5,828,keine,2013-10-02T00:00:00Z,C008328,Landkreis Weimarer Land
m,148,40,nein,ja,Fussball,NA,NA,dreimal,3b,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.3,4.4,135,5,24.2,864,keine,2014-07-05T00:00:00Z,C008329,Landkreis Weimarer Land
w,134,26,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.7,3.7,114,7,30.4,927,keine,2014-06-10T00:00:00Z,C008330,Landkreis Weimarer Land
w,139,42,nein,ja,Reiten/Voltigieren,NA,NA,dreimal,3b,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.5,4.2,116,13,35,819,keine,2013-09-16T00:00:00Z,C008331,Landkreis Weimarer Land
m,140,34,nein,ja,Kampfsport,NA,NA,einmal,3b,2022-11-18T00:00:00Z,17795,"Aktiv-Schule Berlstedt ""An der Via Regia"" Staatliche Grundschule",Am Ettersberg / OT Berlstedt,./22raw/17795_GS_Berlstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.4,3.6,128,5,31.3,909,keine,2014-05-29T00:00:00Z,C008332,Landkreis Weimarer Land
m,140,41,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,3.9,5.3,140,23,31.4,783,keine,2014-05-25T00:00:00Z,C008333,Landkreis Weimarer Land
w,138,31,nein,ja,Kampfsport,Reiten/Voltigieren,NA,zweimal,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,3.9,3.1,100,9,28.4,900,keine,2014-03-10T00:00:00Z,C008334,Landkreis Weimarer Land
m,131,24,nein,ja,Leichtathletik,NA,NA,zweimal,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,3.4,4.9,175,12,21.3,1233,keine,2014-07-04T00:00:00Z,C008335,Landkreis Weimarer Land
w,127,25,nein,ja,Tanzen/Aerobic,NA,NA,einmal,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.1,2.8,120,7,31.6,954,keine,2014-03-06T00:00:00Z,C008336,Landkreis Weimarer Land
w,135,40,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.1,3.7,100,6,31.6,936,keine,2014-02-27T00:00:00Z,C008337,Landkreis Weimarer Land
m,146,28,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,3.8,3.7,130,12,31.8,927,keine,2013-07-18T00:00:00Z,C008338,Landkreis Weimarer Land
w,135,30,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.4,3.2,115,8,27.4,693,keine,2013-08-14T00:00:00Z,C008339,Landkreis Weimarer Land
m,130,24,ja,ja,Fussball,NA,NA,einmal,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,3.7,3.8,145,16,22.7,1044,keine,2014-02-03T00:00:00Z,C008340,Landkreis Weimarer Land
w,135,40,ja,ja,Turnen/Gymnastik,NA,NA,einmal,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.2,3.9,105,4,26.5,738,keine,2014-05-29T00:00:00Z,C008341,Landkreis Weimarer Land
w,138,32,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.1,3.7,113,5,29.1,792,keine,2014-01-17T00:00:00Z,C008342,Landkreis Weimarer Land
m,133,40,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.3,4.3,140,6,27.8,855,keine,2013-08-14T00:00:00Z,C008343,Landkreis Weimarer Land
m,144,35,nein,ja,Fussball,NA,NA,zweimal,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,3.8,4.5,100,19,27.8,918,keine,2013-12-07T00:00:00Z,C008344,Landkreis Weimarer Land
m,135,35,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,3.9,3.5,160,11,33.2,891,keine,2014-01-19T00:00:00Z,C008345,Landkreis Weimarer Land
m,135,25,nein,ja,Kampfsport,NA,NA,einmal,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4,3.2,115,7,22.3,837,keine,2013-06-10T00:00:00Z,C008346,Landkreis Weimarer Land
w,133,27,nein,ja,Tanzen/Aerobic,NA,NA,einmal,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.2,3.4,100,4,23.9,981,keine,2014-07-04T00:00:00Z,C008347,Landkreis Weimarer Land
m,129,29,ja,ja,Kampfsport,Tanzen/Aerobic,Fussball,mehr als dreimal,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4,3.6,130,20,23.1,1080,keine,2013-11-08T00:00:00Z,C008348,Landkreis Weimarer Land
m,140,36,nein,ja,Leichtathletik,NA,NA,dreimal,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,3.9,4.3,140,10,23.5,936,keine,2014-04-29T00:00:00Z,C008349,Landkreis Weimarer Land
w,140,44,nein,ja,Tanzen/Aerobic,NA,NA,einmal,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.1,4.4,120,10,23.5,783,keine,2014-01-04T00:00:00Z,C008350,Landkreis Weimarer Land
w,137,37,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4,3.8,140,15,24.4,891,keine,2013-07-29T00:00:00Z,C008351,Landkreis Weimarer Land
m,135,26,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,3.7,4.3,155,8,22,936,keine,2014-04-13T00:00:00Z,C008352,Landkreis Weimarer Land
w,143,43,nein,ja,Reiten/Voltigieren,NA,NA,zweimal,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,3.7,4.7,135,33,23.6,909,keine,2014-03-25T00:00:00Z,C008353,Landkreis Weimarer Land
m,135,31,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4,3.5,135,8,NA,864,keine,2013-08-03T00:00:00Z,C008354,Landkreis Weimarer Land
w,136,35,nein,ja,Andere,NA,NA,einmal,3a,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,3.7,4.2,120,7,NA,909,keine,2013-09-28T00:00:00Z,C008355,Landkreis Weimarer Land
w,133,29,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.5,3.6,120,19,29.3,747,keine,2013-12-06T00:00:00Z,C008356,Landkreis Weimarer Land
m,149,51,nein,ja,Fussball,NA,NA,zweimal,3b,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.4,4.2,90,4,NA,837,keine,2013-08-19T00:00:00Z,C008357,Landkreis Weimarer Land
m,137,31,nein,ja,Fussball,NA,NA,mehr als dreimal,3b,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4,3.4,135,8,22.6,1035,keine,2014-02-07T00:00:00Z,C008358,Landkreis Weimarer Land
w,147,49,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.2,4.6,125,16,28.8,1053,keine,2013-09-19T00:00:00Z,C008359,Landkreis Weimarer Land
w,154,38,ja,ja,Kampfsport,NA,NA,zweimal,3b,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4,4.7,125,10,NA,873,keine,2013-11-01T00:00:00Z,C008360,Landkreis Weimarer Land
w,125,24,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.4,3,135,6,NA,864,keine,2014-07-25T00:00:00Z,C008361,Landkreis Weimarer Land
m,130,28,nein,ja,Kampfsport,NA,NA,zweimal,3b,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.1,3.3,130,18,26.9,855,keine,2013-10-06T00:00:00Z,C008362,Landkreis Weimarer Land
m,136,36,nein,ja,Kampfsport,NA,NA,zweimal,3b,2022-11-08T00:00:00Z,17812,Gustav-Steinacker-Grundschule Buttelstedt Staatliche Grundschule,Buttelstedt,./22raw/17812_GS_Buttelstedt_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.6,4.1,125,5,24.9,747,keine,2013-08-10T00:00:00Z,C008363,Landkreis Weimarer Land
